#Unique identifier for interactor A	Unique identifier for interactor B	Alternative identifier for interactor A	Alternative identifier for interactor B	Aliases for A	Aliases for B	Interaction detection methods	First author	Identifier of the publication	NCBI Taxonomy identifier for interactor A	NCBI Taxonomy identifier for interactor B	Interaction types	Source databases	Interaction identifier(s)	Confidence score	Complex expansion	Biological role A	Biological role B	Experimental role A	Experimental role B	Interactor type A	Interactor type B	Xref for interactor A	Xref for interactor B	Xref for the interaction	Annotations for interactor A	Annotations for interactor B	Annotations for the interaction	NCBI Taxonomy identifier for the host organism	Parameters of the interaction	Creation date	Update date	Checksum for interactor A	Checksum for interactor B	Checksum for interaction	negative	Feature(s) for interactor A	Feature(s) for interactor B	Stoichiometry for interactor A	Stoichiometry for interactor B	Participant identification method for interactor A	Participant identification method for interactor B
ebi:EBI-9551409	chebi:"CHEBI:28304"	matrixdb:MULT_3_dog	matrixdb:GAG_1	matrixdb:Collagen-I(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Smith et al.(1987)	pubmed:3691037	taxid:9615("Canis lupus familiaris")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_3_dog_3691037_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	comment:"Collagen I began to elute at 0.15 M NaCl and was completely eluted at a concentration below 0.2 M NaCl"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-2325312	chebi:"CHEBI:28304"	matrixdb:MULT_3_human	matrixdb:GAG_1	matrixdb:Collagen-I(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0892"(solid phase assay)	LeBaron et al.(1989)	pubmed:2524477	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_3_human_2524477_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	comment:"Figure 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-2325312	chebi:"CHEBI:28304"	matrixdb:MULT_3_human	matrixdb:GAG_1	matrixdb:Collagen-I(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_3_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-9551434	chebi:"CHEBI:28304"	matrixdb:MULT_3_rat	matrixdb:GAG_1	matrixdb:Collagen-I(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0413"(electrophoretic mobility shift assay)	San et al.(1994)	pubmed:8195298	taxid:10116("Rattus norvegicus")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_3_rat_8195298_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	comment:"Figure 1"	taxid:-1("in vitro")	kd:79(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-2461395	chebi:"CHEBI:28304"	matrixdb:MULT_4_VAR1_human	matrixdb:GAG_1	matrixdb:Collagen-IV v1(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_4_VAR1_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-9213024	chebi:"CHEBI:28304"	matrixdb:MULT_4_VAR1_mouse	matrixdb:GAG_1	matrixdb:Collagen-IV v1(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0892"(solid phase assay)	Koliakos et al.(1989)	pubmed:2914908	taxid:10090("Mus musculus")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_4_VAR1_mouse_2914908_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	comment:"Peptides 49-TAGSCLRKFSTM-60 of the NC1 domain of alpha1(IV) chain, 49-LAGSCLARFSTM-60 for the NC1 domain of alpha2(IV) chain, and 531-GEFYFDLRLKGDK-543 of the triple-helical domain of the alpha1(IV) chain bind heparin."	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0816"(molecular weight estimation by staining)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-9213024	chebi:"CHEBI:28304"	matrixdb:MULT_4_VAR1_mouse	matrixdb:GAG_1	matrixdb:Collagen-IV v1(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0040"(electron microscopy)	Koliakos et al.(1989)	pubmed:2914908	taxid:10090("Mus musculus")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_4_VAR1_mouse_2914908_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	comment:"Analysis of heparin-type IV collagen interactions with increasing salt concentrations showed the different affinities to be NC1>100 nm>300 nm"|comment:"Figure 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0816"(molecular weight estimation by staining)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-9998677	matrixdb:GAG_1	matrixdb:MULT_5_VAR1_bovine	matrixdb:Heparin(short label)	matrixdb:Collagen-V heterotrimer 2 different chains(short label)	psi-mi:"MI:0107"(surface plasmon resonance)	Ricard-Blum et al.(2006)	pubmed:16815843	-	taxid:9913("Bos taurus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR1_bovine_16815843_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	-	taxid:-1("in vitro")	kd:5.62(nanomolar)	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	matrixdb:MULT_5_VAR1_dog	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	matrixdb:Collagen-V heterotrimer 2 different chains(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Smith et al.(1987)	pubmed:3691037	-	taxid:9615("Canis lupus familiaris")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR1_dog_3691037_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Type V collagen began to elute at 0.15 M NaCl and was completely eluted from the column at a concentration below 0.2 M NaCl"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2464572	matrixdb:GAG_1	matrixdb:MULT_5_VAR1_human	matrixdb:Heparin(short label)	matrixdb:Collagen-V heterotrimer 2 different chains(short label)	psi-mi:"MI:0892"(solid phase assay)	LeBaron et al.(1989)	pubmed:2524477	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR1_human_2524477_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Type V collagen was found to have the highest affinity for heparin/heparan sulfate relative to collagen types I, II, II, and VI, laminin and fibronectin. The apparent affinity for type V collagen increases as the sulfate density and the molecular size of the heparin-like polysaccharides increase."|comment:"Figure 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2464572	matrixdb:GAG_1	matrixdb:MULT_5_VAR1_human	matrixdb:Heparin(short label)	matrixdb:Collagen-V heterotrimer 2 different chains(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Delacoux et al.(1998)	pubmed:9614116	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR1_human_9614116_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Affinity for heparin: [alpha1(V)]3>[alpha1(V)]2-alpha2(V)>alpha1(V)-alpha2(V)-alpha3(V)"|comment:"Figure 4"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2464572	matrixdb:GAG_1	matrixdb:MULT_5_VAR1_human	matrixdb:Heparin(short label)	matrixdb:Collagen-V heterotrimer 2 different chains(short label)	psi-mi:"MI:0040"(electron microscopy)	Delacoux et al.(1998)	pubmed:9614116	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR1_human_9614116_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Figure 5"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2464603	matrixdb:GAG_1	matrixdb:MULT_5_VAR2_human	matrixdb:Heparin(short label)	matrixdb:Collagen-V heterotrimer 3 different chains(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Delacoux et al.(1998)	pubmed:9614116	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR2_human_9614116_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Affinity for heparin: [alpha1(V)]3>[alpha1(V)]2-alpha2(V)>alpha1(V)-alpha2(V)-alpha3(V)"|comment:"Figure 4"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2464615	matrixdb:GAG_1	matrixdb:MULT_5_VAR3_human	matrixdb:Heparin(short label)	matrixdb:Collagen-V homotrimer(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Delacoux et al.(1998)	pubmed:9614116	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR3_human_9614116_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Affinity for heparin: [alpha1(V)]3>[alpha1(V)]2-alpha2(V)>alpha1(V)-alpha2(V)-alpha3(V)"|comment:"Figure 4"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28304"	ebi:EBI-2464615	matrixdb:GAG_1	matrixdb:MULT_5_VAR3_human	matrixdb:Heparin(short label)	matrixdb:Collagen-V homotrimer(short label)	psi-mi:"MI:0107"(surface plasmon resonance)	Ricard-Blum et al.(2006)	pubmed:16815843	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_5_VAR3_human_16815843_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"A decasaccharide of heparin is required to promote a significant binding"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28304"	matrixdb:MULT_6_bovine	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	matrixdb:Collagen-IX(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Smith et al.(1987)	pubmed:3691037	-	taxid:9913("Bos taurus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_6_bovine_3691037_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Type IX collagen eluted at two closely spaced peaks, at 0.15 M NaCl and 0.22 M NaCl"|comment:"Figure 1B"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-9551698	matrixdb:GAG_1	matrixdb:MULT_7_VAR1_bovine	matrixdb:Heparin(short label)	matrixdb:Collagen-XI v1(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Smith et al.(1987)	pubmed:3691037	-	taxid:9913("Bos taurus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_7_VAR1_bovine_3691037_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Figure 1A"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-9551698	matrixdb:GAG_1	matrixdb:MULT_7_VAR1_bovine	matrixdb:Heparin(short label)	matrixdb:Collagen-XI v1(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	-	taxid:9913("Bos taurus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_7_VAR1_bovine_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-2465980	chebi:"CHEBI:28304"	matrixdb:MULT_8_human	matrixdb:GAG_1	matrixdb:Collagen-VI(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0892"(solid phase assay)	LeBaron et al.(1989)	pubmed:2524477	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_8_human_2524477_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	comment:"Figure 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
ebi:EBI-2465980	chebi:"CHEBI:28304"	matrixdb:MULT_8_human	matrixdb:GAG_1	matrixdb:Collagen-VI(short label)	matrixdb:Heparin(short label)	psi-mi:"MI:0921"(surface plasmon resonance array)	Faye et al.(2009)	pubmed:19542224	taxid:9606("Homo sapiens")	-	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_8_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0904"(polysaccharide)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	matrixdb:MULT_10_dog	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	matrixdb:Collagen-III(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Smith et al.(1987)	pubmed:3691037	-	taxid:9615("Canis lupus familiaris")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_10_dog_3691037_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Collagen III began to elute at 0.15 M NaCl and was completely eluted from the column at a concentration below 0.2 M NaCl"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2431547	matrixdb:GAG_1	matrixdb:MULT_10_human	matrixdb:Heparin(short label)	matrixdb:Collagen-III(short label)	psi-mi:"MI:0892"(solid phase assay)	LeBaron et al.(1989)	pubmed:2524477	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_10_human_2524477_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Figure 1"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-9551732	matrixdb:GAG_1	matrixdb:MULT_11_chick	matrixdb:Heparin(short label)	matrixdb:Collagen-XII(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Koch et al.(1995)	pubmed:7642694	-	taxid:9031("Gallus gallus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_11_chick_7642694_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Figure 7"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-2528478	matrixdb:GAG_1	matrixdb:MULT_12_human	matrixdb:Heparin(short label)	matrixdb:Collagen-XIII(short label)	psi-mi:"MI:0892"(solid phase assay)	Tu et al.(2002)	pubmed:11956183	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_12_human_11956183_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:39-717	-	-	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)	psi-mi:"MI:0411"(enzyme linked immunosorbent assay)
chebi:"CHEBI:28304"	ebi:EBI-2528478	matrixdb:GAG_1	matrixdb:MULT_12_human	matrixdb:Heparin(short label)	matrixdb:Collagen-XIII(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Tu et al.(2002)	pubmed:11956183	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_12_human_11956183_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	-	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	sufficient_binding_site:39-717	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
chebi:"CHEBI:28304"	ebi:EBI-9551799	matrixdb:GAG_1	matrixdb:MULT_13_chick	matrixdb:Heparin(short label)	matrixdb:Collagen-XIV(short label)	psi-mi:"MI:0004"(affinity chromatography technology)	Imhof et al.(2001)	pubmed:11098058	-	taxid:9031("Gallus gallus")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_13_chick_11098058_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"-"|comment:"Figure 6 and 7"	taxid:-1("in vitro")	-	-	-	-	-	-	-	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
chebi:"CHEBI:28304"	ebi:EBI-2550721	matrixdb:GAG_1	matrixdb:MULT_15_human	matrixdb:Heparin(short label)	matrixdb:Integrin-alpha5beta1(short label)	psi-mi:"MI:0107"(surface plasmon resonance)	Faye et al.(2009)	pubmed:19502598|imex:IM-16038	-	taxid:9606("Homo sapiens")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(MatrixDB)	matrixdb:GAG_1__MULT_15_human_19502598_MatrixDB_1|imex:IM-16038-4	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0904"(polysaccharide)	psi-mi:"MI:0315"(protein complex)	-	-	-	-	-	comment:"Figure 5A_5B"	taxid:-1("in vitro")	kd:1140(nanomolar)|kon:740(M-1.s-1)|koff:0.0196(s-1)|kon:0.00552(s-1)|koff:0.000251(s-1)	-	-	-	-	-	-	biotin_tag:?-?	-	-	-	psi-mi:"MI:0866"(tag visualisation)	psi-mi:"MI:0396"(predetermined participant)
